expedient;identificador;descripcio_contracte;data_adj;estat_licitacio;organ_contractacio;CPV;valor_estimat;link;metode_cerca;time_download;downloaded_documents;error_download;comment;downloaded documents
HIL/2024/01/0005;15078791;ACUERDO MARCO para la homologación de proveedores que llevarán a cabo las sucesivas adquisiciones, mediante contratos basados, de IMPLANTES ARTROSCÓPICOS Y FIJACIÓN ÓSEA, PRÓTESIS ARTICULARES Y PRODUCTOS DE OSTEOSÍNTESIS, con destino al Servicio de Quirófano del Hospital Intermutual de Levante.;07/11/2024 0:00;Resuelta;Gerencia del Hospital Intermutual de Levante;"33140000;33184100;33184000;33141770;33141750;";13975483,59;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=bAVxzDKJ6RAIYE3ZiZ%2BxmQ%3D%3D;CPV prefix 33:  | Keywords: osteosintesis;80,41;14;;;0
2024/01484;15082174;Suministro de material para osteosíntesis y osteotomía pediátricas para la OSI Ezkerraldea EnkarterriCruces;;Adjudicada;OSAKIDETZA - Servicio Vasco de Salud -Director Gerente;"33141770;";4061942,75;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2024001484/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33141770;20,03;3;;;0
PAPC 2024-1-27;15091229;Suministro de Agentes Embolizantes, Prótesis y Cateteres de Neuroradiología Intervencionista para el Hospital Universitario de Getafe;;Adjudicada;Hospital Universitario de Getafe;"33140000;";4078002,6;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-agentes-embolizantes-protesis-cateteres-neuroradiologia;Proveïdor: A28218675;84,31;27;;;0
SSCC AM 177/24;15103496;Suministro de prótesis de pie y tobillo con cesión de instrumental destinado a la colocación de dichas prótesis para los hospitales dependientes del Servei de Salut  de les Illes Balears.;30/09/2024 0:00;Resuelta;Servicio de Salud de las Illes Balears;"33184000;";158979,4;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=LPEUwvG4D3DkY6rls5tG9A%3D%3D;CPV: 33184000;62,28;9;;;0
18/2024/2004 (SAT. 2020014659);15132639;Suministro de Apósitos Hemostáticos , absorbentes postquirúrgicos, de protección y fijación con destino a la Gerencia de Atención Especializada de Miranda de Ebro: Hospital Santiago Apóstol;17/06/2024 0:00;Resuelta;Gerencia de Atención Especializada de Miranda de Ebro;"33141110;";81209,58;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=y5kCAAdvUDSP66GS%2BONYvQ%3D%3D;Proveïdor: A28218675;86,53;11;;;0
CONTR 2024 0000611831;15143352;acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de material sanitario fungible de electrofisiología cardiaca con destino a los centros sanitarios del servicio andaluz de salud.;;Adjudicada;Servicio Andaluz de Salud;"33141000;";72619191,62;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=686582;Proveïdor: A28218675;54,87;15;;;0
2024-72;15192888;Acord marc amb vàries empreses amb tots els termes tancats mitjançant procediment obert relatiu al subministraments de material per a sutura mecànica i electrocirurgia per a diversos instituts de l’HCB.;29/11/2024 15:01;Adjudicada;Consorci Hospital Clínic de Barcelona (HCB);"33141125;33141122;33141121;33141120;";15696792,85;https://contractaciopublica.cat/ca/detall-publicacio/b1a01eb4-3c5f-4850-a628-4ef1c9bcbdfe/300314868;Proveïdor: A28218675;66,38;15;"Sense secció ""Exec""";;0
CS/CC00/1101397417/24/AM;15209211;Subministrament agregat d'implants: cirurgia cranimaxilofacial: material, instrumental i osteosíntesi per als centres de l'Institut Català de la Salut (ICS);;Resuelta;Institut Català de la Salut (ICS);"33141000;";9126125,51;https://contractaciopublica.cat/ca/detall-publicacio/bf766f42-30b7-4a62-8f27-b2af070a2fb4/300191996;CPV prefix 33:  | Keywords: osteosintesi;22,32;0;"Sense seccions ""Adjudica"" o ""Formali"" o ""Exec""; No s'han trobat documents a descarregar";;0
CONTR 2024 0000592061;15217428;0000562/2024 contr 2024 0000592061 acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios, de instrumentos de sutura y carga (subgrupo 01.13 del catálogo s.a.s.), con destino a los centros que integran la central provincial de compras de córdoba. (paam 27/24) nº de siglo: 0000562/2024;;Resuelta;Servicio Andaluz de Salud;"33141000;33140000;";10105280,81;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=689127;Proveïdor: A28218675;59,87;19;;;0
CONTR 2024 000062268;15258393;Suministro de tracto sucesivo y precios unitarios, de material específico de videocirugía y otro material específico de quirófano (selladores de vasos y otro material de las familias del catálogo SAS 01.13.01, 01.11.06), con disponibilidad de uso de determinado equipamiento necesario para la utilización del material con destino a los Centros que integran la Central Provincial de Compras de Córdoba (PAAM 24/24) (+6.+SKMJZ2);;Resuelta;Servicio Andaluz de Salud;"33141000;";6321696,82;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=691696;Proveïdor: A28218675;61,96;19;;;0
676/2024;15276459;Suministros de Equipamiento para Los Servicios de Quirófano, Neurología y Psiquiatría  del Departamento de Salud Valencia Arnau de Vilanova-Llíria.;10/09/2024 0:00;Resuelta;Departamento de Salud Valencia - Arnau de Vilanova - Llíria. Dirección Económica-Gerencia;"33100000;31524110;33192100;";69403,68;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=A%2BjswQdCtZi8ebB%2FXTwy0A%3D%3D;Proveïdor: A28218675;115,57;14;;;0
CONTR 2024 0000606348;15297939;material especifico de columna: instrumentación posterior para cirugia de escoliosis idiopática y neuromuscular (familias 15.15.06 del catálogo sas), para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba.(paam 29/24) 0000536/2024;;Pendiente de adjudicación;Servicio Andaluz de Salud;"33184000;";1188020,77;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=687038;CPV: 33184000;38,22;10;;;0
CS/CC00/1101398062/24/AM;15306442;subministrament agregat de material d’intervencionisme neurològic: catèters baló angioplastia, angiogràfics, microcatèters, catèters guia cerebral, trobectomia_complementari per als centres de l'Institut Català de la Salut (ICS);13/11/2024 9:18;Resuelta;Institut Català de la Salut (ICS);"33141200;";1923161,07;https://contractaciopublica.cat/ca/detall-publicacio/86f2ae13-c349-4b70-a421-e39f950ec2ea/300327961;Proveïdor: A28218675;39,6;6;"Sense secció ""Exec""";;0
CS/CC00/1101400948/24/AM;15343178;Subministrament agregat de material de cirurgia crani-maxil·lofacial per als centres de l'Institut Català de la Salut (ICS);17/12/2024 16:46;Adjudicada;Institut Català de la Salut (ICS);"33184100;";2477688,7;https://contractaciopublica.cat/ca/detall-publicacio/83e0e14b-bc2c-40ad-969a-bc7b98bcc21c/300331288;Proveïdor: A28218675;39,81;6;"Sense secció ""Exec""";;0
PcPG/2024/823174;15352098;SÍ-ASGO1-24-018. Suministro sucesivo de suturas mecánicas con destino a los centros sanitarios dependientes de él Servicio Gallego de Salud;;Adjudicada;Consellería de Sanidade- SERGAS;"33141122;33141125;";0,0;https://www.contratosdegalicia.gal/licitacion?N=823174;Proveïdor: A28218675;16,83;0;No s’han descarregat tots els documents possible CAPTCHA robot a Galicia;;0
CONTR 2023 0000759311;15352203;+6.6sdcp9d - 0000696/2023 contr 2023 0000759311 suministro de prótesis  oftalmológicas y material fungible (packs) para la cirugía de cataratas y de vitrectomía y soluciones oftalmológicas con cesión de uso y mantenimiento del equipamiento necesario para su utilización con destino a los centros sanitarios de la provincia de huelva, pertenecientes al servicio andaluz de salud integrados en la central provincial de compras de huelva.;;Anulada;Servicio Andaluz de Salud;"33184100;33184000;33141000;";9506901,66;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=686890;CPV: 33184000;48,89;1;;;0
2024-122;15372883;Subministrament de material per a Laparoscòpia per a diferents instituts de l'HCB.;12/05/2025 10:20;Resuelta;Consorci Hospital Clínic de Barcelona (HCB);"33140000;";6617620,57;https://contractaciopublica.cat/ca/detall-publicacio/5ecf8e1e-6041-4406-8996-36842d6db12d/300493363;Proveïdor: A28218675;52,48;18;"Sense secció ""Exec""";;0
N202400537;15377194;Suministro de sistema ria de obtención de hueso endomedular para Clínicas MC Mutual en Barcelona y Madrid;10/09/2024 0:00;Resuelta;Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº 1;"33140000;";59400,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=W0YZ7agzHh84NavIWzMcHA%3D%3D;Proveïdor: A28218675;26,18;4;;Cap document extret d'enllaços interiors;0
2024/LIC/0054;15408063;Suministro de aplicadores de clips quirúrgicos para el Hospital Egarsat, Mutua Colaboradora con la Seguridad Social Nº 276.;04/11/2024 0:00;Resuelta;Gerencia de EGARSAT;"33140000;";42134,4;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=lLrlOguU6LeS81gZFETWmA%3D%3D;Proveïdor: A28218675;68,49;3;;;0
2024-119;15418402;Subministrament d'implants i pròtesis per a cirurgia de peu i turmell, amb destí a l'Hospital Clínic de Barcelona;30/09/2025 12:06;Resuelta;Consorci Hospital Clínic de Barcelona (HCB);"33184100;";1463552,51;https://contractaciopublica.cat/ca/detall-publicacio/00c75e18-1426-4cb1-bd19-821f5d8ee4cf/300605918;Proveïdor: A28218675;37,8;9;"Sense secció ""Exec""";;0
24SM0039P;15427024;Subministrament de material de neurocirurgia-hidrocefàlia per al Consorci Corporació Sanitària Parc Taulí;27/01/2025 13:02;Pendiente de adjudicación;Consorci Corporació Sanitària Parc Taulí de Sabadell;"33184000;";2118949,56;https://contractaciopublica.cat/ca/detall-publicacio/4e869497-cfa6-41e5-8626-10df497c1e63/300394201;CPV: 33184000;190,51;19;Alguns documents no s'han pogut descarregar (52 error(s));;0
24SM0039P;15427024;Subministrament de material de neurocirurgia-hidrocefàlia per al Consorci Corporació Sanitària Parc Taulí;27/01/2025 13:02;Resuelta;Consorci Corporació Sanitària Parc Taulí de Sabadell;"33184000;";2118949,56;https://contractaciopublica.cat/ca/detall-publicacio/4e869497-cfa6-41e5-8626-10df497c1e63/300394201;Proveïdor: A28218675;190,51;19;Alguns documents no s'han pogut descarregar (52 error(s));;0
CS/AH01/1101402266/24/PS;15459256;Subministrament de material d’osteosíntesi per a l’Hospital Universitari Vall d’Hebron;13/09/2024 14:46;Resuelta;Institut Català de la Salut (ICS);"33183300;";138760,3;https://contractaciopublica.cat/ca/detall-publicacio/4ebe2021-57da-46d8-a960-45bb153fd442/300277850;CPV prefix 33:  | Keywords: osteosintesi, CPV: 33183300, Proveïdor: A28218675;37,12;2;"Sense secció ""Exec""";;0
2020014656;15463136;suministro de endoprótesis para los Servicios de Radiodiagnóstico y Digestivo del Hospital Clínico Universitario de Valladolid.;02/08/2024 0:00;Adjudicada;Gerencia de Atención Especializada Hospital Clínico Univ. de Valladolid;"33184100;";1278835,8;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=UlrWSw1zfpMS7pcxhTeWOg%3D%3D;Proveïdor: A28218675;53,57;6;;;0
N202400527;15463181;Suministro de hojas de sierra para los motores quirúrgicos de Clínicas MC Mutual en Barcelona;07/11/2024 0:00;Resuelta;Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº 1;"33140000;";59268,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GE6LQQvDQSpq1DdmE7eaXg%3D%3D;Proveïdor: A28218675;114,75;17;;;0
SAS_Z3_2024_PNSP_042;15477016;Material diverso para osteosíntesis;07/08/2024 0:00;Resuelta;Gerencia Sector Sanitario de Zaragoza 3;"33140000;";88594,19;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ehatp0ns%2BSt6nTs9LZ9RhQ%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;32,87;2;;;0
PIC2024_31514;15481654;Contratación del suministro de sistemas para el tratamiento de fracturas toracolumbares con destino al HOSPITAL FRATERNIDAD-MUPRESPA HABANA.;08/08/2025 0:00;Resuelta;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33183300;33184100;";887040,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=CCRJ%2BqfYfkMIYE3ZiZ%2BxmQ%3D%3D;CPV: 33183300;101,18;6;;;0
N202400578;15482548;Suministro de material accesorio para los motores quirúrgicos marca Synthes de Clínicas MC Mutual en Barcelona;12/09/2024 0:00;Resuelta;Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº 1;"33100000;";14214,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6g7pn%2BCbsQBQFSeKCRun4Q%3D%3D;Proveïdor: A28218675;31,85;4;;Cap document extret d'enllaços interiors;0
CONTR 2024 0000818548;15536918;0000506/2024 cca. +6.6m26mgq contr 2024 0000818548 acuerdo marco con una única empresa, para el suministro de tracto sucesivo y precio unitario al amparo del art. 16.3. a) de la lcsp, de material especifico para cirugia de columna. artrodesis mínimamente invasiva perteneciente a los subgrupos del catálogo de bienes y servicios del sas, su.pc. sani.15.15 columna y su.pc.sani.15.10 otros sistemas de fijación, para los centros integrantes de la central provincial de compras de almería;;Pendiente de adjudicación;Servicio Andaluz de Salud;"33184000;";2749452,07;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=711101;CPV: 33184000;63,21;14;;;0
2024-0-047 (A/SUM-033638/2024);15541929;Adquisición de motores quirúrgicos para el servicio de Traumatología del Hospital Universitario Infanta Leonor;;Resuelta;Hospital Universitario Infanta Leonor;"33100000;";82985,37;https://contratos-publicos.comunidad.madrid/contrato-publico/adquisicion-motores-quirurgicos-servicio-traumatologia-hospital-universitario;Proveïdor: A28218675;34,94;10;;;0
CSI2024067;15549851;Subministrament d'implants d'osteosintesi per reduccio oberta extramedular de fémur distal i grans fragments i instrumental auxiliar associat pels centres del Consorci Sanitari Integral;21/11/2024 9:05;Resuelta;Consorci Sanitari Integral;"33184100;";302728,0;https://contractaciopublica.cat/ca/detall-publicacio/e98a5c35-6a00-4eb0-97ff-0955374fb332/300572544;CPV prefix 33:  | Keywords: osteosintesi, Proveïdor: A28218675;36,55;2;"Sense secció ""Exec""";;0
PA-SU-1106/2024;15555267;Suministro, respetuoso con el medioambiente y socialmente responsable, de un sistema de cirugía robótica en la artroplastia total de rodilla, el instrumental necesario y fungible por arrendamiento sin opción de compra ;11/12/2024 0:00;Adjudicada;Departamento de Salud de Manises. Dirección Económica-Gerencia;"33162000;50422000;33140000;";1500000,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=wXKwbT8MfNAl5NjlNci%2BtA%3D%3D;Proveïdor: A28218675;70,26;7;;;0
CSI2024053;15567923;Subministrament d’instrumental quirúrgic pel Consorci Sanitari Integral;04/12/2024 12:30;Resuelta;Consorci Sanitari Integral;"33162000;";184138,55;https://contractaciopublica.cat/ca/detall-publicacio/53ac65be-a75d-405c-aee0-169312d13b7f/300386048;Proveïdor: A28218675;52,74;8;"Sense secció ""Exec""";;0
CONTR 2024 0000839624;15567986;acuerdo marco suministro de tracto sucesivo y precios unitarios, de clavos intramedulares (subgrupo 15.01 del catálogo s.a.s.) con disponibilidad de uso de determinado equipamiento necesario para la utilización del material, con destino a los centros que integran la central provincial de compras de córdoba. (paam 51/24) 0000865/2024 (+6.6il3vpd).;;Adjudicada;Servicio Andaluz de Salud;"33184100;33184000;";2751220,28;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=711628;CPV: 33184000, Proveïdor: A28218675;61,82;13;;;0
CP00170/2024;15572078;Suministro placas osteosíntesis radio y cúbito distal volar, para hosp. ASEPEYO (Sant Cugat, Coslada y Sevilla-Cartuja);18/11/2024 0:00;Resuelta;Subdirección General Sanitaria de ASEPEYO. Mutua Colaboradora con la Seguridad Social. num. 151;"33184100;";492288,53;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=crmLN2okoXS9Hd5zqvq9cg%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, placas;67,65;6;;;0
CS/AH06/1101403356/24/PNSP;15591970;Subministrament d’implants osteosíntesis i ortognàtica Osteoplac per al Servei de Quiròfans de l’Hospital Universitari Arnau de Vilanova de Lleida.;03/09/2024 8:37;Resuelta;Institut Català de la Salut (ICS);"33140000;";58119,66;https://contractaciopublica.cat/ca/detall-publicacio/7d3f3792-d77e-4a17-a9c0-13ef28fc0fbd/300241443;CPV prefix 33:  | Keywords: osteosintesis;29,75;3;Alguns documents no s'han pogut descarregar (2 error(s));;0
3184_APRO 140/2024;15597204;APRO 140/2024: Suministro de sistema de tornillos titanio canulados sin cabeza, rosca variable decreciente con destino a los centros del SNS-O;;Pendiente de adjudicación;Director Gerente del Servicio Navarro de Salud-Osasunbidea;"33184100;";771750,0;https://hacienda.navarra.es/sicpportal/mtoAnunciosModalidad.aspx?cod=240902135900E0120277;CPV prefix 33:  | Keywords: tornillos;2,96;3;;;0
1101389839;15597215;Sistema de fixació reabsorbible per Cirurgia reconstructiva maxil·lofacial;03/09/2024 11:00;Resuelta;Institut Català de la Salut (ICS);"33141770;";28851,67;https://contractaciopublica.cat/ca/detall-publicacio/57a90676-e032-438a-a331-8873553b3a65/300235900;CPV: 33141770;42,08;3;Alguns documents no s'han pogut descarregar (1 error(s));;0
2024/02208;15602179;Suministro de materiales para el servicio de electrofisiología y arritmias con cesión de equipamiento para la OSI BilbaoBasurto;;Resuelta;OSAKIDETZA - Servicio Vasco de Salud -Director Gerente;"33140000;";8852116,5;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2024002208/es_doc/index.html;Proveïdor: A28218675;26,97;3;;;0
PAPC 2024-1-32;15639112;Suministro de Implantes de Hombro para el Hospital Universitario de Getafe;;Adjudicada;Hospital Universitario de Getafe;"33184000;";1105533,18;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-implantes-hombro-hospital-universitario-getafe-1;CPV: 33184000;41,61;16;;;0
